,comment_text,label,party
89,"It has dipped by 0.2%, and is still over 10%. And this is just CPI. It is calculated against figures over the past year, of course it is levelling out 🙄  Yet the tories tell us this is a win…….let the good times roll, eh.",0,libdems
268,Matt Hancock is my hero god bless you sir for your service to the country and its people a modern day Churchill ☺️,2,conservatives
132,"The last time I saw a police man walking it turned out somebody had stolen his van, more police on the beat Yeeeah 🤣",0,conservatives
174,Happy new year 🥳,2,libdems
22,Congratulations ❤️ result was never in doubt 🌹,2,labour
183,Britain is now a small insignificant group of islands off the North West of Europe. you'll influence nobody.😂,0,conservatives
72,Empower the working class and support the Unions that represent them as when the TRUE founders of the Labour Party did. Lose the Tory Tinge that colours today's party under Starmer 😡,0,labour
79,Japanese troops on our streets? What could possibly go wrong.😂,0,conservatives
290,Good luck from Scotland 🤙🏻🇬🇧,2,conservatives
127,Keep bills down by insulating homes is vague. Most of us have insulated homes so what can you do about that 🤷‍♂️,1,labour
134,"Labour will... get rid of all the left-thinking folk, turn its back on its socialist roots, all in the guise of antisemitism whilst supporting the most racist, vile Isreali government ever, for money. 🤮",0,labour
45,Maybe they should concentrate on reversing the privatisation of the NHS  But where would Streeting get his funding from 🤬,0,labour
272,...Labour have been calling for this for soooo long 😄 ...onshore wind turbine U-turn next 🤔,0,conservatives
176,"Motherhood  gets  in  the  way , its  a  feminine function I am afraid to mention , but Politics and the Bravado associated with it can be dramatic and lead to strokes/😜😟🥲trauma/blood pressure/heart and angina symptoms which can be '' health factors that put many females off the pedestal in politics '' !",0,labour
246,THIS WAS BEFORE STRONG ENOUGH THIS IS WHAT WE CONTINUE STRONG ALWAYS WE WILL CONTINUE HIS MEMORIES OF HEAD WORK MAN WE CONTINUE WITH THIS CONFIDENCE 🇬🇧💪 🎉,2,conservatives
56,"Stick to what you are good at , backstabbing lying and cheating . Worked for the Tories 🤔.",0,labour
158,Don't Trust Either Tory Party Red or Blue 😡,0,labour
194,You all the same a bunch off well dressed snakes 🐍you will get what you deserve people won’t forget who destroyed world economy 😡,0,libdems
74,"😮 Many Doctors and Nurses have left NHS direct employ because they can get better pay from agencies. 😡 The Agencies then supply them back to the NHS at a higher cost than their original salary  ➕ the Agency adds it’s fee on top. 📈 According to the Telegraph, The NHS has paid up to £2,500 a shift for nurses in order to fill staffing holes, it has been revealed.  👩‍⚕️ It’s about time we trained enough Doctors and Nurses to stop this privatisation, one nurse at a time.",0,libdems
113,"Sadly the people who love Fake Labour are as intolerant as Starmer, they come with their Troll attack accounts to do as their master bids and shut down dissenters   shut down any debate and try to shut down democracy and in their eyes if you tell a truth... You must be smeared and cut off... Rayner and Nandy both appeared on the bought and sold mps poster. Nandy has millions and leads a 'lavish lifestyle' and Rayner is also a millionaire, not one of them gave a penny of their pay rises to charity like many other good mps did... That's Fake Labour Gravy trainers for you... Just when the UK 🇬🇧 desperately needs an opposition party that works for them, rather than themselves? 🤔",0,labour
127,"🔶 Ambulance staff numbers fall  as NHS crisis worsens 🟡 There are fewer full-time ambulance staff compared to 2015, new figures we've uncovered through House of Commons Library research have revealed. 🟡 It is no wonder ambulance waiting times have reached dangerous levels when the Government has failed to recruit more paramedics. 🟡 This once again proves the blame for the NHS crisis lies squarely with the Conservative Government. 🟡 More lives will be lost if the Government does not act now. Ministers must launch an emergency recruitment campaign to staff our ambulances and save lives.",0,libdems
200,More government waste. Why not try giving some of it back to the people who earned it so that we can decide how it should be spent? 😉😉,0,conservatives
49,"What about minimum levels on non strike days? Political games , by a government that has no sense of the nation’s mood - and resorts to ‘bully boy’ tactics. ☹️",0,conservatives
67,I don’t know why people think this deserves a 😂 emoji!!  And funny how they’re all male!! Guess what??!! Men can get it as well!!  This is fantastic news for families,2,conservatives
77,"Starmer is on the wrong side of every argument and that’s why he has no policies and having accepted this money, few principles!  Other than opposing Brexit, nobody knows what he stands for because if he told us, people wouldn’t vote for  his version of North London wokery.  Labour stopped representing our communities a long time ago 🥀",0,conservatives
53,🤦🏼 another bad decision from our brilliant government !,0,conservatives
101,Martin Sharp 😄,2,conservatives
92,"Clearly l am living in a parallel universe to our PM. Where l live there are no places in care homes, there are insufficient care workers to cope with homes and residents that exist at the moment and there are insufficient carers to enable people to return to their own homes🤔",0,conservatives
187,Engage the electorate into understanding for every problem there is a solution which starts by having a voting system that allows Your vote My vote Our vote to count.  Talk PR in every interview for every question.  Positive point of difference to the other two 🔶,1,libdems
117,"PLEASE FOR GOODNESS  SAKE Wake up Britain💥 🇬🇧🇪🇺☀️! Stop these uncaring greedy lying dodgy Tory Brexiteers 🤡🤡🤡  Billionaire Brexiteer Sunak and his rich millionaire toadies are ALL bluster and NO action 🤡 They have done nothing on critical issues for years and are trying to privatise our NHS & asset strip our country 🤡🤡🤡 How can anyone TRUST these lying cheating Tories after their Russian involvement, Partygate, PPI Scandal, £37 Billion NHS Test & Trace Scam, Sewage Dumping, Dental Crisis and much more has been exposed ? ! 🤡🤡🤡 Please support the EU Liberal Democrats 🇬🇧🇪🇺🇺🇦 Rejoin the EU 🇬🇧🇪🇺🌟",0,libdems
45,"Protecting patients, commuters and keeping children in school by running down the services and putting more and more pressure on the workers.. uhmmmm 🤔😔",0,conservatives
90,Good - that’s something that I can definitely vote for 👏,2,labour
247,"My hero. My wife and I,had the honour to watch him being taken in his funeral procession, from her office overlooking Fleet Street in 1965. Never to be forgotten. RIP You Great man, you certainly deserve it.👏🇬🇧👏🇬🇧👏🇬🇧👏🇬🇧",2,conservatives
280,"Keep sending them all the old, retired, slightly faulty kit that we don’t want or need anymore 😂",0,conservatives
1,Staff leaving the sector in droves! Nobody wants to work for the peanuts being offered & the long term debt training in the NHS inflicts on staff. They are really living in a parallel world this lot. 😡,0,conservatives
121,"We need to do what the Athenians used to do, All public officials faced an audit when they left office, and corrupt and/or incompetent ones were punished with exile or execution.  We need that bringing back. 😡",0,conservatives
97,"We need this Tory Government to back it’s pledge for more Doctors. Funding more places for Medical Students, starting with Worcester University’s Medical School. ▶️ NHS chief Amanda Pritchard: UK must train many more doctors and nurses Health service boss demands more places in medical schools as she warns that hospitals are ‘over-reliant’ on foreign staff  #FundingPledge  #StudentNurses #MedicalStudents #NHS  #SocialCare",1,libdems
63,Why isn't the Labour Party supporting the strikers? 😠,0,labour
276,What about our borders and beaches!!!!  Letting in these people we don’t know 😡😡😡,0,conservatives
279,Hope ukraine are paying us back at some point 💰💰💰💰💰💰💰💰💰💰💰💰,1,conservatives
253,Happy St Andrews day to our friends across the Border.🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿,2,conservatives
106,Congratulations well done 👏,2,labour
68,"Trust 🤣🤣🤣🤣   WHY DIDN'T STARMER  say anything about the SLEAZY  goings on with his OWN MP'S, Yvette Cooper, Wes Streeting and Dan Jarvis who received £350,000 between them and never declare it as earning over their MP'S SALARY. Given to them by MPM CONNECT LTD. WHAT did they do to be paid that vast sum . How does Starmer manage to hide this sleaze from the BBC.  It appears he somehow blocks all Labour misdemeanors from being told on. BBC NEWS CHANNELS.",0,labour
93,Nurses Absolutely 100% ❤️,2,labour
84,"Love that trip to Morecombe,  and covered swimming pool promise! It will certainly replace billions from EU funding! Love them "" cockells""!🤣",0,libdems
100,Merry Christmas🎄from 🏴󠁧󠁢󠁥󠁮󠁧󠁿🇵🇭,2,conservatives
153,"The country is a failed state and that’s after mass migration and all the good it done us !  Diluting the currency to build mass high density housing and now the debt has got to be paid back - 3 years of higher taxes , real term wages cuts simply just to pay the Gov debt interest as in 3 years the debt will only be reduced by 0.2% in relation to GDP . The invoice for migration has finally arrived 👍  Prepare for a painful reality",0,labour
195,"I don’t understand !! We had diversity, we took the knee, SakaShit played, all I can think of is how limited we were in being unable to virtue signal to the full capacity being denied the 🌈 flag armbands",0,conservatives
1,"Christmas is a reminder that we should, as a country, remember to assist those less fortunate than ourselves.   Remember that it is easier for a rich person to pass through the eye of a needle … and all that! 😁",2,labour
78,WAKE UP STARMER ! 🤡 THE MAJORITY OF THE LABOUR PARTY AND THE UK WANT TO REJOIN THE EU 🇬🇧🇪🇺🌟,0,labour
50,I read this as people were offended by the Blue Wall Gag 😅,1,libdems
113,Is this a parady 😂,0,conservatives
42,I wish he was running the show! The only issue I have is that he is (or was) a Brexiteer which doesn’t make sense given his role. The EU have a lot of legislation to protect workers rights🤷‍♂️….all of which the tories want to put on the bonfire according to ReesFogg.,0,conservatives
8,"So which parent company will make, erect and maintain the wind turbines. Will it be Norwegian.  Will we make sure that all the firms that have anything to do with our utilities and transport are foreign, like now .😡",0,labour
12,"Boris Johnson should be next followed by Grant shapps followed by the London mayor caught fiddling the ULEZ expansion consultation results with his deputies! Come on Rishi  More need BR-EXIT!!!  The 1995 Nolan principles  7 in total   1.) The seven principles of public life apply to anyone who works as a public office holder   Selflessness   1.1) Holders  of public office should act solely interns of the publics interest ❌  1.2) integrity   Holders of public offices must avoid placing themselves under obligation to people or organisations that might try inappropriately to influence them in their work  They should not act or take decisions in order to gain financially❌  Objectivity  1.3)Holders of public office must act and take decisions impartially ,fairly  and on merits ❌  1.4)Accountability  Holders of public office are accountable to the public unless a lawful reason for doing so❌  1.5) openness  Holders of a public office should be open and transparent unless a lawful reason for doing so ❌  1.6)Honesty  Holders of public office should be truthful ❌  1.7) leadership  Holders of public office should exhibit these principles in their own behaviour and treat others with respect . They should actively promote and robustly support the principles and challenge poor behaviour wherever it occurs❌  #FAILED",0,libdems
66,Keeping the economy barely alive yeah great. 👏,0,conservatives
102,It’s almost like the Tories want slavery 🧐 to support there Edwardian backward thinking.,0,libdems
29,Disgraceful 👎,0,libdems
293,"All the best -"" ENGLAND 🏴󠁧󠁢󠁥󠁮󠁧󠁿""-- . 😊❤👍",2,conservatives
32,Mark Logan MP  oh dear! Just when you were doing ok 👎,0,libdems
120,"And just like that it appears a lot of the Conservative rats have been receiving donations from private health care companies. I wonder what the outcome would be from the Tory rats running the NHS into the ground, and the rats receiving dirty private care funding 🧐  ",0,libdems
113,"It’s almost like the Tories are copying the Russian clowns. Fabricate what is going on until serious issues occur, then just blame the commissioners and not another patriotism from the public 🤮  The Tories have cut Police budgets for years, if the Police want support they need to stop getting pictures taken with the Tory parasites, and stop closing ranks when criminals and rapists are found in there ranks.",0,libdems
160,Something new Labour with a plan 😊😊,2,labour
236,It’s like a sketch from ‘The Office.’ 😂😂😂 Good job Rishi Brent 😂😂😂😂,0,conservatives
5,'Compassion and Kindness?'  🤣🤣... thats precisely why I joined the labour party.  But they departed and so did I.,0,labour
118,It would be so helpful if we could also look at Brexit…￼Reversing it?  Another Referendum? Rejoining the Single Market?  Any way forward on that is better than the disaster we currently due to this Brexit nonsense. Then we might start to recover economically. 🙏,1,labour
162,"😂 Ha the irony in these posts is the tories think that the public don't support the strikes, Labour are missing a trick in staying silent, the NHS strikers above all deserve all our support. I have voted Conservative all but once in my adult life but we cannot build a health service for the future if no-one wants to join it because the pay is so poor. Wake up Rishi or pay the price at the GE..",0,conservatives
237,"The show is over ,time to call it a day & let's us not forget that It was this very same party that gave us Lizz Truss  😒",0,conservatives
260,Good luck to both teams but hoping for our boys to win ❤️ 🏴󠁧󠁢󠁥󠁮󠁧󠁿⚽️🏴󠁧󠁢󠁥󠁮󠁧󠁿,2,conservatives
157,"🗳️ Advantages of Proportional Representation (PR) * Moving to PR would give minority parties and independent candidates a better chance of winning seats in Parliament. * Candidates would be elected in the basis of a proportion of the votes cast rather than less than 50%.  * Voters would have a choice of representatives more sympathetic to their political views and social condition.  * PR ensures that the parties would have to appeal to their core supporters, rather than a small number of so called ‘swing voters’ in marginal seats. It means electors can vote for their real preference rather that picking the least worst. * It could be argued that PR delivers fairer treatment of minority parties and independent candidates * Under PR fewer votes are ‘wasted’ as more people’s preferences are taken into account * PR potentially offers greater and more-representative choice for voters. * PR may encourage turn-out and reduce apathy. * PR rarely produces an absolute majority for one party, however, it could be argued that PR ensures greater continuity of government and requires greater consensus in policy-making.",2,libdems
124,"Gordon Brown tried to sort this out, that was before 2008 Bank crisis 😳 Not much has changed.",0,labour
44,Great! Minimum service levels would be a great start to ensuring that patients have the correct number of staff available per shift. Is your plan that this happens everyday or just when staff strike? Because I feel you have a duty to make sure it's every day.   The staff will be very pleased to know that you'll be providing extra staff to achieve this! Maybe everyday needs to be a strike day! 🙂,2,conservatives
294,Come on Wales 🏴󠁧󠁢󠁷󠁬󠁳󠁿👍❤️🥳,2,conservatives
313,Better pass the Dignity in Dying law so I can plan my future health & social care then!😳😳,1,conservatives
169,"Better scientific what..?  That's not even a full sentence 🤣 And as for the fish. So yeah, they may be able to catch more but who are they going to sell it to? Their biggest market is all but closed off to them now 🤦‍♂️",0,conservatives
100,I see the Conservatives re-enacted the potted plant 🪴 on TV again. ,1,libdems
87,Wonder if he's shook the hands of all the people outside that have been queueing in Ambulances for 6 hours!! 😡😡,0,conservatives
85,Are you really that desperate? 🤣,0,libdems
231,"If it moves, tax it, if it doesn’t, give it some money 😄😄",0,conservatives
115,😏 Nah …. Rishi has never worried a about a gas and electricity bill 📃,0,conservatives
291,Just no kneeling!! Please!! Good Luck from Denmark🏴󠁧󠁢󠁥󠁮󠁧󠁿👍🏴󠁧󠁢󠁥󠁮󠁧󠁿👍🏴󠁧󠁢󠁥󠁮󠁧󠁿!,2,conservatives
15,"We brought in Nigerian Doctors to cover... They want to go home, because conditions in NHS England are so bad... Not safe for patients or staff... You NEED to do WAY better than make promises you just can't keep 🙈🙈 Start by showing your support to our striking NHS Staff !!!!",0,labour
81,"Britishvolt zaps out ⚡️❌  The pride and joy of the Government’s levelling-up agenda was, well, levelled on Tuesday when the electric car battery start-up Britishvolt went into administration. The factory in Blyth, Northumberland was meant to bring thousands of jobs and kick-start a homegrown electric car industry in the UK.",1,libdems
76,Yep - but the Toerags main thrust is to teach Maths until 18 ! Bold and brave.🤣🤣🤣🤣🤣,0,conservatives
207,"Schools are horribly underfunded, pupils and parents buying their own books and paying for trips etc. Teachers massively disgruntled, some using food banks and on the verge of striking for better pay and conditions, except private schools of course... what a marvellous job the Tories have done to drive up standards 🙄",0,conservatives
199,I’m just thinking with the foreign aid budget should we on paper allow an allowance to countries that we choose to support. then any migrants that come here we have to support comes out of that allowance. If we pay them foreign aid what they receive is reduced by the number of there migrants we have support then maybe countries would try to support there own if they loose support money. As we are a kind country  with a big heart ♥️ but currently broke and can’t support everyone we need to focus on our own homeless and issues first. Just a thought 🤔,1,conservatives
281,Who’s going to defend our energy utility bills🤔🤔🤔🤔🤔🤔🤔,0,conservatives
107,A plan you say????? 🤣🤣🤣🤣🤣,0,libdems
88,"Please help the nurses. They pay to go to uni, have to work for free for three years then start on 27k working nights and 12hr shifts. 😧",0,conservatives
55,Rejoini-smacks will be desperately scrabbling around the internet searching for something negative in a pathetic attempt to try save face 🤣🤣🤣,0,conservatives
80,Yet you struggle to prevent civilians in rubber dinghies from crossing a short stretch of the English Channel 😄😄,0,conservatives
216,Good result but ....all that kicking it back all the time is boring and how many times it was kicked back and Senegal nearly scored 🤷 .....they won't get away with that with France ....they need to up their game now but I won't hold my breath 🤔,0,conservatives
70,My last GP interaction was brilliant. Done and dusted 150mins after submitting an online request. 👏🏻👏🏻👏🏻,2,labour
33,ow if you could just ensure they were paid properly and had decent conditions🤔🤔,0,conservatives
33,"That’s just politicians though. Say one thing, do the other. 🤷🏻‍♂️",0,libdems
85,This is the *best* parody page on FB! 🤡,0,conservatives
168,"Really torn, love football at all levels, but too many injustices surrounding the World Cup, it doesn't settle well with my beliefs. Almost impossible to be happy and sad at the same time. 😂😢😂😢",1,labour
58,"🟡Julia Davies a member of “Patriotic Millionaires” Here is what she says in the Guardian 🟡 Let’s be clear at the outset – the latest Nadhim Zahawi scandal isn’t just a tradesman forgetting to put a few jobs through the books. This is the man who was in charge of taxation, who by his own admission has been “careless” in abiding by the rules he was appointed to oversee. The stance of HM Revenue and Customs, in concluding that the deficiency was “careless and not deliberate”, also fails to impress.” 🟡 As a Patriotic Millionaire, part of a network from multiple industries and of differing backgrounds who want a more just, stable and inclusive economy and the end of extreme wealth, I see tax as investment in our public services and I would welcome being required to pay more tax as a person with the privilege of wealth.”  ",1,libdems
112,Rishi OUR PRIORITIES  for U.K  bright and blessed future 🙏,2,conservatives
52,"🔶🟡 Zahawi must be sacked or suspended 🟡 Every day that Nadhim Zahawi clings on does more damage to Rishi Sunak’s credibility. 🟡 The Conservative Party is stuck in an endless cycle of sleaze and chaos, while the country suffers from a cost of living and NHS crisis. 🟡 What more will it take for Sunak to finally do the right thing and sack Zahawi, or at least suspend him for the duration of this investigation? 🟡 He promised his government would have integrity and accountability, but instead once again it’s one rule for them and another for everyone else. 🔵 Looking forward to PM Question time, 🕛 today.",0,libdems
184,Yes yes 👏👏👏,2,libdems
128,"And especially to Ukrainian guests being hosted, supported and made welcome in this country, many by Lib Dem members. This is a very difficult time to be away from home and loved ones. 🤗",2,libdems
79,"PLEASE FOR GOODNESS  SAKE Wake up Britain💥 🇬🇧🇪🇺☀️! YET MORE TORY BREXITEER BROKEN PROMISES 🤡🤡🤡 Stop these uncaring greedy lying dodgy Tory Brexiteers 🤡🤡🤡  Billionaire Brexiteer Sunak and his rich millionaire toadies are ALL bluster and NO action 🤡 They have done nothing on critical issues for years and are trying to privatise our NHS & asset strip our country 🤡🤡🤡 How can anyone TRUST these lying cheating Tories after their Russian involvement, Partygate, PPI Scandal, £37 Billion NHS Test & Trace Scam, Sewage Dumping, Dental Crisis and much more has been exposed ? ! 🤡🤡🤡 Please support the EU Liberal Democrats 🇬🇧🇪🇺🇺🇦 Rejoin the EU 🇬🇧🇪🇺🌟",0,libdems
38,Labour are on the side of the workers unlike this hard right wing Tory government who are to blame for the mess we are in 😡,0,conservatives
211,"Yea christmas is on its way but no one can afford to eat or warm their house !!!!! Because you apparently well educated people🤦‍♂️ have ruined this country financially ! Top work 👍 glad your nice big houses are heated with your free heating and dodgy tax offsets , but dont worry about us and the nhs staff living out of their cars as they cant afford to live but still show up to work each day to save lives ! Should be ashamed of yourselves !",0,conservatives
180,"PLEASE FOR GOODNESS  SAKE Wake up Britain💥 🇬🇧🇪🇺☀️! Stop these uncaring greedy lying dodgy Tory Brexiteers 🤡🤡🤡  Billionaire Brexiteer Sunak and his rich millionaire toadies are ALL bluster and NO action 🤡 They have done nothing on critical issues for years and are trying to privatise our NHS & asset strip our country 🤡🤡🤡 How can anyone TRUST these lying cheating Tories after their Russian involvement, Partygate, PPI Scandal, £37 Billion NHS Test & Trace Scam, Sewage Dumping and much, much more has been exposed ? ! 🤡🤡🤡 Please support the EU Liberal Democrats 🇬🇧🇪🇺🇺🇦 Rejoin the EU 🇬🇧🇪🇺🌟",0,libdems
43,"Wee, sleekit, cowrin, tim’rous beastie, 🐁  O, what a panic’s in thy breastie! Thou need na start awa sae hasty, Wi’ bickering brattle! I wad be laith to rin an’ chase thee, Wi’ murdering pattle!",1,libdems
93,Not that hard. Just re open those regional ( cottage ) hospitals closed a few years ago and many of which are sitting there empty and unused !! Why can't government see the simple solutions that are staring at them and everyone else can see 👀👀,0,conservatives
156,Just watching Bridget Phillipson being interviewed. Really liked her. She’s appears to be all about the working class people and children’s future education. Seems to be a person who lives in the real world. I’m sure I’ll be shot down here though 😂,2,labour
5,"Can you PLEASE PLEASE do something about all of our gas heating bills. I’ve never known it to be so high. So expensive.We are getting help for  Our electric, and not our gas. I’ve received a one off payment some time ago. Nothing since. The gas board seem very proud of their MASSIVE PROFITS. I feel we are being ripped off. Myself and my husband are pensioners, with a lot of health conditions. Please help us. Hoping the above somehow touches your heartstrings, not just for us but everyone. Hoping to hear back from you ASAP WITH GOOD NEWS.👌X",1,conservatives
25,Excellent ❤️ love this congratulations ANDREW xx,2,labour
19,These benefits - are they going to be kept a secret for much longer cos people are getting curious 😂,0,conservatives
256,🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿Happy St George's Day 365 days a year It seems every Nation is encouraged to be Proud and Nationalistic except the English,2,conservatives
104,Such a pity that people listened to JOHNSON in 2019! We would ALL have had free broadband if we had voted for Corbyn instead. It’s amazing that Tories are such slow learners.  Now we are stuck with the Chaotic Cons! 😢,0,conservatives
194,Good luck England 🙏🏾🙏🏾🥰🥰,2,conservatives
190,"The problem with demanding a detailed plan from Labour now, is that we don't know how big a mess the Tories will leave behind them when they go. I just know it will be big.☹",0,labour
142,✔️ fuel bills through the roof ✔️ 12 hour waits for an ambulance and can't get a doctors appointment ✔️ victims crime just given a reference number as police don't have the resources to investigate,0,conservatives
277,"Can you tell me why, when we are being told to tighten our belts, the taxpayer are having to pay for government staff Christmas parties?  Are you serious🤬",0,conservatives
11,Forward towards a govt of integrity for all the people🌹,2,labour
152,Funniest political joke I've heard for ages 🤣🤣🤣,0,labour
64,Higher education spent £30 million on diversity this could have helped children's education 🤔,0,labour
149,Not a normal house all the lights are on 😡,0,conservatives
85,"The Labour Party lost all credibility a decade ago as they became red tories.  The issue with delaying until the de-facto referendum in two years time. Is that people are suffering and are being removed from claiming benefits now. It will only get worse in the next two years especially for those with children who will have to wait 4-13 weeks for new claims to be paid. Never trust a Tory with the truth.  ❌  Record un-employment is a ""Conservative lie"" ☠️ Record numbers sanctioned from claiming benefits is a fact 📢 Complain to the DWP Directly - epass.team@dwp.gov.uk  In last two quarters, adverse sanction decisions on UC full service have increased. In March 2022, they reached a peak of 59,000, which is the highest ever. The increase in the UC sanction rate has continued since June 2021 and in May 2022 the rate was 5.93%.The projection shows that it will be at 11.11%. This is to reduce the number of claimants receiving the cost of living payment that was awarded to all universal claimants receiving benefits not those waiting or that had been sanctioned from benefits.    Visit Scotland Scottish for the image showing the projected figures.",0,labour
23,Amen🙏🏽,2,libdems
136,Excellent pledges from the new Tory party opps Labour Party ￼😩,0,labour
110,The greatest threat to the Tories are voters 🗳 who can use the Internet and follow there legacy of NHS cuts ,1,libdems
21,"Why is this still being allowed, it’s so wrong 😡😡",0,libdems
29,"People still won't be satisfied and will still moan! This country is full of victims with the wrong mentality. Instead of finding a way to be apart of the growth they want to find a way to put it down or take from it.   Great job Rishi, keep up the good work👍",2,conservatives
7,Never forget - we never seem to learn from history - but should at least remember 🫶,1,conservatives
234,"Christmas is on the way, and the Conservatives have completely screwed us over! Merry Christmas 🎄",0,conservatives
204,Can’t upset the snowflakes drilling for oil or digging up coal we need to be relying on solar panels that get covered in snow or wind turbines that snow and ice freeze up very efficient ￼I don’t think ❄️,0,conservatives
96,Happy celebrations for all. Lohri in North Punjab. Pongal in the South Makar Sankranti in the Western parts Uttarayan 🪁 in Gujarat,2,libdems
13,Should never be forgotten.💔,1,conservatives
90,"Anyone else notice European bank rates are in good order, and their utilities are 1/3 of U.K. prices 🤔 It’s almost like U.K. companies are ripping of the public, like the fake egg shortage.",0,libdems
30,I can’t wait for us to be back in government again 👏🏼 no public services are ever safe in the hands of Conservative governments.,0,labour
278,By cutting the police by 20000? Nice move 🤦🏻,0,conservatives
144,"He is such a twonk.  Kids are not “left behind” because they don’t learn how to do quadratic equations 🤷‍♂️  For most people, the maths they learn early in school is enough. For a significant portion, further maths does not help them and they never learn it.  Lets face it, who actually uses algebra in real life? (Sadly I do, but I am an exception rather than the norm).  But this ridiculous little man can only see finance as a relative industry. You don’t need maths, beyond basics, to bake a cake. You don’t actually need that much to drive a car or train.   Extra maths won’t solve the country’s problems.",0,libdems
137,"No doubt the tories will pinch this and double the figures, remember the 'trees' from the last election when Corbyn stated that Labour would plant God knows how many trees and the tories, in their gusto to out trump Corbyn and Labour, claimed that they would plant a squillion trees, which worked out at a tree every 3 seconds for 4 years. 😂😂😂 And yet people still voted for em.",0,labour
129,"LOL. Be honest. Your policy is, “if it moves, tax it, if doesn’t, shower it with taxpayers cash” 😄😄",0,conservatives
130,"Rather than adding even more money, how about looking into the processes and organisation. As a patient dealing with the NHS, it is right in your face that the processes are very inefficient ( e.g. in A&E, you have to tell 5 different people of different levels the same thing. If the doctor/ nurse would have the information I have already given so many times, they can save 80% of their time. The organisation itself is so complex that all NHS departments have many different spreadsheets just to understand who is responsible for what part and what should happen next, at least 50% of time can be saved here. One organisation, same process everywhere and one system and suddenly it works 😳",0,conservatives
58,Labour... The new brexit party 😑 You've lost a ton of votes and the Tories will win again because of your stupid games!,0,labour
201,"What about the £80k debt my son has left Uni with? What happened to a government that supports and invests in its students, like they do in other countries 😠",0,conservatives
198,It's about time you took back control of our borders as promised FFS 😡😡😡😡,0,conservatives
188,If only there was a close trading partner!!!!! Thats why we're behind everyone else 😕,0,labour
115,"Bit like 40,000 *more* nurses, 20 new hospitals ... at least Rish is not putting a figure on it and claiming the absolute destruction they have wrought in 12 years will be, marginally, repaired ... *soon.*  🙄🤮",0,libdems
226,Congratulations England 🏴󠁧󠁢󠁥󠁮󠁧󠁿 on reaching the quarter final of the world cup 2022,2,conservatives
32,What would the opposition do???? If everyone was self employed life would be different…. It’s a culture of handouts 😡😡,0,conservatives
43,"To currently cover minimum levels in the nhs they have to use agency staff, lots of agency  staff. So I'm curious to see what the plan is for future strike days when you can't even cover it now. 🤔",1,conservatives
49,So that isn't happening any decade soon then 🤣🤣,0,labour
153,Merry Christmas 🎄🎄,2,conservatives
103,Great news 👏,2,labour
167,Happy New Year everyone all the best for 2023🎊✨️🥳🌈🎉💫🎆🍻!!!,2,libdems
165,🐘🇪🇺🐘🇪🇺🐘🇪🇺🐘🇪🇺🐘🇪🇺🐘🇪🇺🐘🇪🇺 NO! Britain cannot afford BREXIT!   Stop pandering to the xenophobic cretins in the red wall. Who cares about the opinions of idiotic Brexiters anymore? Around 2 million of them have already died since 2016 and their unicorns will never be delivered. They've long been a minority and they're getting more and more irrelevant by the day. The majority now want to rejoin....57% at the last poll. Get with the program and stop ignoring the elephant in the room! 🐘🇪🇺,0,labour
190,REJOIN 🇬🇧🇪🇺🌟,2,libdems
65,"Britain doesn’t make EV cars to sell worldwide at scale like BYD and Tesla … pathetic government of a country 🤬   November 2022 canary in the coal mine Norway … Cars sales   The gasoline, diesel, and non-rechargeable hybrids were in the minority with 10.7% of the market last month (1.2% gasoline, 2.2% diesel, 7.3% hybrids).   ",0,labour
310,How embarrassing 😳,0,conservatives
137,Well done Rishi 👏👏👏,2,conservatives
326,"Well done Rishi, kier would of probably said (There's not enough evidence,)?,. Iv seen first hand, How the Ukraine people have suffered, When visiting Poland,!! Shame on those, who don't Support, your Sympathy, & Sincere Soladarity for the horrendous actions of Putin 🏴󠁧󠁢󠁥󠁮󠁧󠁿🇵🇱🏴󠁧󠁢󠁥󠁮󠁧󠁿🇵🇱🇺🇦🙏🏼",2,conservatives
75,Presented himself well today 👍,2,labour
210,Yeah Christmas is coming and a lot of working class are going to have a very bleak day 😒 tories are disgusting,0,conservatives
263,Wales 🏴󠁧󠁢󠁷󠁬󠁳󠁿,2,conservatives
305,"Great, love it. Fingers crossed 🤞",2,conservatives
315,"With such a ridiculous generous benefits scheme for those who chose not to work paid for by those  who do work you can make available 10,000 new jobs but if you can stay at home and live off these benefits why would you choose to get a job 🤔",0,conservatives
251,It's more apocalyptic dystopian politics from a guy who was second choice to LIZ TRUSS 😂😂😂,0,conservatives
120,Spot on Bridget! 😊,2,labour
83,With his money 💰 he doesn't have to worry about what happens to the country,0,libdems
121,"I am sure the Tory rat response will be; “…Take it on the chin, whilst I claim £160 a day on food expenses…” Currently more than 280 Tory MPs have claimed the full threshold of £35k of expenses on top of there £81,932 salary. Many even using partners and children as secretaries, yet have serious issues ever responding to constituents as if they never had any help to begin with 🧐. ",0,libdems
37,"Yes how awful, Labour standing up for workers rights! Imagine how much more corrupt you Tories will become once you can shaft the workers even more 🤔",0,conservatives
